userid,foodid,rating
102019732091354361283,2,4
105592887493237423833,2,4
115936037152686491352,2,3
109027786400240505832,2,4
115077332642646064533,2,4
108444901791062940385,2,5
100628981822850878646,2,5
102942188393001184790,2,5
117002748288533071130,2,5
107884866147259824082,2,5
115261224455643230100,2,5
116919677288104962462,2,5
115757582153136607431,2,4
101349685214282196438,2,5
105915255136992981751,2,5
111183188649092628090,2,5
109024741568428970281,2,5
117711236812189996170,2,5
100500112390222229243,2,4
101211063805704798209,2,5
103798893092499159161,2,5
101624388331923817883,2,5
113727367121706943852,2,5
116708279205265383502,2,4
116537537353679267285,2,4
103077527840212255786,2,5
102790707646222690243,2,5
104485383460358229876,2,4
103414949337249673133,2,5
102326716515733877226,2,5
106917686192630875098,2,5
102866934227527420117,2,5
112193022901766889001,2,4
111445393453395390540,2,4
113027851296083181298,2,5
118387801871850799456,2,4
105253169335269039382,2,5
101791789076399026475,2,5
101928509139315000150,2,5
111164230872785476536,2,5
117331481885443971653,2,4
107565511244265301682,2,5
110099166872295543335,2,5
110608924235109486604,2,5
100872222530323144557,2,5
114461634444177085826,2,5
103470582781450101146,2,5
106237336061537561898,2,5
100120875676306519088,2,4
116758375424277268910,2,4
101086432396714701525,2,4
106451065128820709594,2,5
111537758694750829683,2,5
116768889902251853730,2,5
114314523990529053400,2,5
115416700482640351277,2,5
113390074043623158581,2,4
109229076819497294161,2,4
109987709169488058183,2,5
104346964549097255436,2,5
118107660752429379741,2,4
102370071825487077240,2,5
116801988584337956343,2,5
107780260616558546008,2,5
110682199029145488293,2,4
114857709191642578438,2,5
108574467316571100950,2,5
110316451866688483932,2,3
109701178181533893562,2,4
100227506364726012675,2,4
106787106300220618114,2,4
115061149603199748110,2,4
106420895282489164308,2,5
111207532124839198407,2,4
102588614654777279004,2,4
104654354953652158454,2,5
117734584218847548933,2,5
117403348518056357469,2,5
116167453618334909072,2,3
109439539391303189593,2,3
107572065082252664496,2,5
106659959194180470792,2,4
101010641725749329319,2,5
102752572606147865798,2,5
105546009118925874250,2,5
108203860361925283359,2,3
107580877824230267881,2,5
113724767509135374625,2,5
114589774305991573285,2,3
108772806710502176014,2,5
113839543946348780466,2,5
102630602179657295451,2,5
114125725377505816652,2,5
112659326048763548949,2,3
112447482516382594735,2,4
100854470304641815665,2,5
106550326489811210796,2,5
113823763390546326707,2,4
110336911755412161822,2,5
107840125284481918246,2,5
111666107138616560997,2,5
114213611691823699184,2,3
113435369762062940793,2,1
105591019045483944127,2,4
102241668888727978327,2,4
106019061405768375668,2,5
108114546534157363965,2,5
103727485044660726249,2,5
115279367755611769227,2,5
114378395035089573837,2,4
102398988107930023875,2,5
114345555265183607362,2,3
104941243322260250943,2,4
104504910026525433144,2,5
116268524288419370441,2,4
113784317570214328713,2,3
114333358484539182282,2,5
101959396808197282669,2,5
107147493447051912727,2,4
105216550898380940849,2,5
116866872316692219432,2,5
118331612951875455857,2,5
112750398293375064662,2,2
115188516032913768109,2,5
102079642783167940485,2,5
108330245074989058162,2,5
117021830560755075198,2,5
111230632155484729037,2,3
114315422235046764365,2,5
105846251974498312677,3,4
108611523918295000126,3,4
114070423372080146847,3,5
108839949234864089751,3,3
101317639356698080276,3,5
110603761876858656766,3,2
112732776903262211810,3,5
111507167646324442766,3,5
102128844872279990534,3,1
113430066326797325854,3,2
109928379051705993608,3,1
106396878347649125339,3,1
100197193021474725974,3,4
117616784121764449394,3,1
117251926678451929535,3,1
102598349584028145375,3,1
107390916114969749456,3,1
108642222874265659861,3,4
101436915782125022427,3,1
103901537633288517860,3,5
111993465776496265676,3,1
116918726696825239609,3,4
101094637348562766818,3,4
116008799285972483568,3,5
112403853785877631878,3,5
112381004750725439225,3,1
114582473939437108669,3,5
113613641489065487235,3,3
112516150357462848147,3,5
104075488962022346529,3,5
105588295153388150934,2,3
110625970072686667075,2,4
115527046053410774034,2,2
118143333301912262611,2,1
114775727475904526433,2,4
107764248474331742399,2,5
113032249786578591082,2,5
100415990262242750500,2,1
101699880895657295614,2,5
101020887519931969417,2,2
111442813389677681681,2,1
109418943688777557592,2,5
101633846715352640509,2,1
100908798453388384694,2,1
103560609583121151838,2,5
114414329760976233567,2,3
109039299597495385223,2,5
112562939164917647745,2,5
113727367121706943852,2,5
116097132473446810500,2,1
101810924298628134345,2,1
100190018646443448788,2,3
100939169278493387800,2,4
107097153931901768251,2,2
106656286101799739469,2,5
106609554130771964403,2,5
113709881945751641388,2,5
112292928455177481535,2,5
102258065092472992485,2,5
117792740463213522924,2,5
115135064467618014276,9,5
104267550169924617796,9,5
110446575381163199996,9,3
112699840710441649452,9,4
103519351291033330929,9,5
105549226563527575116,9,3
104279232404287092436,9,3
114544566743617292520,9,3
105649141659674263515,9,5
104614650151631796811,9,4
103204146978830460390,9,5
102655461876719074348,9,5
118391444688977921829,9,4
100244597171171750271,9,5
115383719760062345843,9,5
114353073999751478576,9,5
114033215340558658616,9,4
104085046581820585341,9,5
111642210185591949721,9,4
110803928295805223143,9,1
106428518257235513813,9,3
107838704368913990813,9,4
102863789535797768730,9,4
109161122903281725565,9,3
110894017178240544427,9,4
112702307192306475599,9,5
114901555015124987688,9,5
115123334923221263706,9,1
111961551573679910249,9,1
115720684490335119664,9,5
103451675962504611548,2,4
109430371452203390215,2,5
103030833176336907256,2,5
117490901465936089819,2,5
115248126684762061232,2,5
109665727147240803107,2,4
103406284577731693416,2,5
112078231109976433931,2,4
112147455427032602976,2,5
109412619442394246149,2,2
102688492353396413188,2,5
106351661865220993726,2,5
102023034315302288863,2,5
115620539799173671276,2,3
104698133117822838734,2,5
102402677321164136764,2,3
108920363767808882571,2,2
114084962917037367543,2,5
117998736893384799803,2,5
107878109851121179994,2,4
114667421611950362775,2,3
100162775415576322657,2,5
110162095033030846322,2,4
106483684928563883691,2,4
115395430292171095415,2,5
104931551355327253792,2,5
118274334268819873323,2,3
117617340993465700288,2,4
102522532828682108593,2,3
109686048381690839365,2,5
117337166648205697964,2,5
115364367118329591592,2,3
110685762744019473806,2,5
108957895403863162503,2,5
110828044476310508014,2,5
117156101862318396578,2,5
114513513101014072485,2,1
112411667813360061734,2,1
105012712839071160037,2,5
109608540040811625725,2,5
100833950755345660725,2,5
112404554169131206380,2,5
107548315189405858952,2,2
104791299674640433243,2,3
104900919431491242159,2,3
112997581323389961719,2,1
105141062846298524595,2,4
112044648256150401974,2,5
111949549403755303843,2,5
115464861535517151881,2,5
118118537929027625517,2,5
112147446066393414735,2,5
111784017493453494345,3,5
105059208875089960036,3,1
105763732397920363664,3,1
100762218353902759070,3,5
112618664036006904996,3,3
105955043567882548193,3,5
115737766384961772816,3,1
110756197816037532273,3,5
118178009418588563503,3,5
110995061835563594201,3,2
108337797661759405268,3,5
102923606186582049889,3,5
113704791617767098234,3,5
105032272411409589859,3,1
109206505896133533159,3,5
111504148684021296494,3,4
113363882120228480337,3,1
109997377788660806729,3,4
115331160178292654395,3,4
114931188223815988654,3,5
112597871978603629506,3,1
108697894710180351616,3,2
113462700849459597727,3,2
110499277635387273757,3,3
108491411281457522337,3,1
110711632219060691193,3,5
117504902595436969187,3,4
101198278765400269654,3,3
104102748791561346829,3,5
101345976299779890198,3,2
107175325444514302291,3,4
106950758501118101741,3,1
107219307309058518880,3,4
101258199402069721759,3,5
111170981289472781211,3,4
104042956547140335471,3,1
108945884172515343515,3,5
115735416402980253873,3,4
115749338274870576707,3,1
117364429219951551288,3,5
109928379051705993608,3,1
117991779634986531140,3,5
110342449471526708949,3,5
111456874649971912767,2,4
107608962425706560196,2,5
112622106307323058878,2,4
100341368377108346737,2,5
114204209595203408369,2,4
103912478830735824144,2,1
114332615964679434621,2,1
101899452624793031741,2,5
105885984165516949838,2,3
118445648421682837173,2,3
118435352310039742921,2,2
112882374681708134324,2,4
115456632767311179486,2,5
106108644034488313744,2,4
113907173641830330267,2,4
113494241290554323143,2,4
111948888465940188828,2,5
101379434351980442974,2,1
105511415940898261919,2,4
114320686772846690938,2,5
102596729267314096802,2,5
118264203770356471186,2,1
115749820584295416061,2,4
114914151234018006416,2,5
101428514032959579548,2,4
109315044366076317171,2,5
109785484762715073944,2,5
110370831197532503987,2,5
109722250409727651889,2,5
108628462768446083146,2,5
103712722911175417507,2,5
112204348283479062511,2,5
112350926524183822456,2,4
116625941490623887033,2,3
105374694050361281116,2,5
113094318239397935284,2,5
102306923068386332783,2,3
101670014515310206584,2,5
111310026113230428863,2,1
115221835069900276061,2,1
104260514828939593209,2,5
102457092774086892544,2,2
111730696548262905988,2,5
107799435579306486487,2,4
111049775191583723561,2,4
102786871131007370303,2,5
100432272671679202074,2,5
106285579650944379054,2,5
104087213471132896689,2,3
106193720360207093048,2,5
117306093907208308732,2,1
111721000195575072194,2,1
116758375424277268910,2,5
107565511244265301682,2,5
114478042792556709602,2,5
117144417924377331259,2,5
112039314774153860991,2,3
112316995797933732988,2,1
101941150945867768414,2,1
115841699339907822526,2,3
116475888074699572135,3,1
116899121103543082384,3,3
110538071613686621905,3,4
103106687126520406598,3,3
118090829597516895539,3,1
110143172054839206789,3,4
108118905302626344427,3,1
113241051085659633004,3,3
117355464471390320150,3,1
108315917765069707130,3,5
110619439532507075494,3,1
115746296094589109932,3,4
116779632509894932165,3,1
111338621032926493421,3,4
107259084242951245918,3,1
114859400080270493942,3,1
111308835130002343031,3,1
101614956894596779487,3,3
102547265619039251417,3,5
103237307977438977674,3,5
115264961714881420437,3,5
115518353240913328977,3,5
111089805026269624996,3,3
107675822559095349326,3,5
105514132058636634959,3,3
103902997266697227451,3,4
105684324758802031665,3,4
109770571992834278473,3,5
112268683474201894113,3,4
111838342463965983160,3,4
107005909856819137530,2,4
100009812670962994973,2,4
110962122288119485377,2,5
117694692637841530446,2,4
100316843187477487128,2,4
113830751148472890038,2,3
104947844591655957040,2,1
104616453168196439508,2,4
100542512159770280454,2,5
101450500953321537481,2,2
115012467970025865271,2,2
106621849782313805701,2,5
117530469420865837860,2,5
113120808446218572015,2,5
102648373404161796391,2,4
102547710273793964716,2,1
116366394318892510353,2,5
103209529220100852484,2,3
115978640026583611802,2,1
112028006912428074027,2,5
106142088396673075501,2,5
117247730419163542842,2,4
109251406230775502567,2,1
114297126117819512527,2,4
104791229397712642626,2,5
110540478989154185998,2,2
113733150609295062174,2,5
104635980468363534928,2,5
102737685576155631540,2,5
115129793371514492913,2,3
108048802655343946818,3,5
105997067826434660136,3,5
116407524243906774754,3,3
108376013161885459266,3,5
117461934182215859545,3,5
104891407953603366629,3,5
102588946894187814355,3,5
105019298917426626406,3,5
115451676244491490490,3,5
112724909828138379178,3,5
108011105386365781441,3,5
102253443156526315891,3,5
107411076942630125307,3,4
116855509214657922726,3,5
103391675895162594976,3,5
116723686457618759884,3,5
112026984084303821419,3,1
113343678897269615595,3,5
100498091795536377824,3,5
100249662004442020321,3,5
103953131754535924295,3,5
104175520498461216912,3,5
110167075820076154287,3,5
118297458728657147454,3,5
103816245330061060408,3,5
109249267166883975460,3,5
110422060962771355531,3,5
114774983655223134275,3,5
101878304638983933898,3,5
110684289356042254838,3,5
110317026564003484009,3,5
101020620045088393085,3,5
115358118321622174511,3,5
105405223072569914395,3,5
108645930137830473940,3,1
116606324631070255460,3,1
111503915832699319600,3,3
107628881886901265904,3,5
100990512394125548021,3,5
101470509100605704692,3,5
115795284281415522491,3,5
106135771444481397401,3,5
108686079113162383146,3,5
117511016666719731988,3,5
106173716584429110182,3,5
109932398269164943173,3,2
114796742930854480973,3,1
118023067124383776991,3,4
117517828159000094620,3,5
113258881323257640438,3,5
104276428272056581034,3,1
117421343266118168104,3,1
107295031316336799609,3,2
105090074235369219378,3,1
108446373348289716691,3,4
114904254785247090408,3,4
117652808162957491070,3,3
108786271858983764644,3,5
102390896426579960569,3,1
112117446164824349150,3,1
102136830463526304395,3,5
113056340106448271551,3,4
110906762679032409348,3,4
116518666501648671715,3,5
115688667294020474612,3,1
102452660649656244376,3,2
100638375882718400119,3,3
100331498837182200793,3,3
104900919431491242159,3,4
114810510179567579369,3,3
109649151136587041087,3,1
115622135502661792392,3,5
106921184250453014777,3,4
118058407774439555878,3,4
107002950376733245153,3,1
104984891258753927881,3,1
118184698760284807313,3,5
105682011762446725979,3,1
115657196008119507411,3,1
100938570824114467543,3,1
105215085834173868326,3,4
117685592552124031479,3,1
117918055437848806022,3,1
111953132680735147784,3,5
100537082947170953777,3,4
108940305270093708738,3,1
104417607390042196556,3,1
112185766546596340246,3,5
107881095224252751161,3,5
115132785110699733018,3,4
115400771695743678842,3,1
100698996676849799737,3,5
116105197691502540742,3,4
103986575634124527508,3,3
100986960638170429885,3,5
109428755339422208314,3,5
100638007805109629387,3,5
101011238768211301851,3,3
116744952819395435825,3,1
100017409571114696083,3,3
102668978906728306586,3,4
112411924250844604706,3,5
112956294946236637192,3,4
114361764094180591440,3,5
104504645034268489442,3,2
106446413085826786882,6,1
110379269751915372455,6,3
104014469499009095905,6,2
102501917822914086197,6,1
115589949222199425748,6,5
106325614546355759353,6,5
114576046655541379190,6,1
104714804849359666362,6,1
104851655845346119230,6,1
115835043231093348450,6,2
110098444999222216672,6,4
108652716831607872977,6,1
105310153639347948911,6,5
112090799792399756025,6,4
114983261564994492811,6,1
114470322060908782435,6,1
108730848222366414650,6,4
103127418274035972654,6,5
100483298676998096425,6,1
106330899701787905136,6,1
105271491790391338487,6,4
117575965377597121268,6,1
115183382928893128106,6,3
117829717706530144102,6,1
100085642873256102029,6,1
108556954977359032641,6,2
114107099674764640671,6,5
103538196532208092535,6,5
115570935396651549204,6,5
105082515493323460035,6,5
115329103961214375139,6,3
113659505047197492698,6,5
116672931416731541600,6,5
116157053698941957069,6,5
102060121835583875411,6,5
103386359256750778127,6,2
108570904514179644745,6,5
113037056036921820983,6,2
106685533840285809354,6,5
105941877430297291770,6,5
101862875575211722723,6,5
113745218029727616025,6,3
113545438250743537165,6,5
116705919836922892317,6,5
111910730769333252339,6,5
112684786814426787523,6,4
110613446011887370025,6,4
101973180167730001433,6,1
113526791933910476124,6,5
106767029331563319629,6,5
117779128879932141897,6,5
111074169677778301117,6,4
101852949695785900435,6,4
112358803041831530226,6,3
102963806469657660785,6,4
105174233930471766665,6,5
109026834497707434957,6,4
113487741546152022717,6,4
116962585250456627931,6,3
118192477703494734482,6,2
101086432396714701525,3,5
111537758694750829683,3,4
111010060912426109117,3,4
116672931416731541600,3,5
106715570079383359144,3,5
109529476762922604061,3,3
100865680041521214449,3,3
112371590168888444184,3,5
107442015846053373930,3,3
115284231859023023498,3,5
113215919244827194948,3,5
107658294597979648801,3,1
102686126105278599894,3,5
113052187513342910567,3,5
103795694459945934397,3,4
100903634330012431471,3,5
100571587233890832342,3,5
101502267422326105612,3,4
113562822607118762591,3,5
106384866199996482060,3,5
105209417424118130933,3,5
113917697247947336340,3,5
113838381522203867324,3,4
115009570660934941395,3,5
101050499403994410101,3,3
113251756991267000902,3,4
108203860361925283359,3,4
105531930887882807287,3,5
107351061393691665295,3,5
114860576639002805947,3,1
117929320513796083358,3,4
111354344401294759453,3,5
105158696287391594905,3,5
104199831088349472377,3,5
110668937344581043972,3,5
113224197663934875558,3,5
105996243745123742646,3,5
110517105344592668667,3,5
105588295153388150934,3,4
116682416948225377220,3,5
104438517224584222157,3,4
111059696425583564599,3,5
113577711312246871354,3,5
109417525731951509195,3,3
105935163791451386420,3,4
106004430349513910785,3,5
114289280332985643036,3,3
111345185371815259772,3,1
114819243623310271560,3,5
117409992297165441644,3,5
110356650579566107845,3,5
115898209954875072087,3,4
102270463225254201896,3,5
117403210452952176039,3,5
108050318543110854897,3,4
100998884755676348859,3,5
104318135378373313920,3,5
117216531757013189557,3,5
110689308814961992196,3,1
101969136297741789382,3,4
110780869305440315397,3,3
100676879463368858751,3,5
114132917191940867703,3,4
106358324965882014984,3,3
115315802559517512157,3,4
101827903087596800354,3,3
110068755064604250685,3,5
107540049758094362039,3,5
114193238228030356434,3,1
116186061081782039298,3,2
101210757022580284586,3,5
110265635205179723707,3,5
112286825704797377127,3,4
110283248308561441699,3,5
110915230913814742669,3,1
115727557638889145074,3,5
108353537040916077440,3,5
111840236773943953142,3,5
101278340955303278771,3,2
113563014053958552977,3,4
108427973557246938834,3,5
115267944148522729385,3,3
114860243559129189980,3,5
117025357939324352162,3,5
114716551780718557831,3,5
102081825800350086821,3,5
102303410450009888516,3,5
103795300323568351222,3,5
106148578239422441548,3,4
101471030018563145130,3,3
115624371070552392595,3,1
116266237827538999279,3,1
115423092272344254250,3,5
113936316483991774655,3,1
118065551745661000432,3,3
113512976427663930023,3,1
111784175913340939966,3,1
109604431342437431215,3,1
104450621760004127771,3,1
104915906081601309404,3,1
105108939656560668172,3,5
112892051097374973916,3,1
117254281036553586263,3,5
105227408092575506164,3,1
115813794678746190258,3,3
101680646530930269449,3,4
108497240120658173605,3,5
118083902106439959096,3,3
103142360015182799111,3,5
108630126960746318832,3,5
101490610135905394519,3,3
100114190438600288608,3,1
104762671369668072240,3,1
100911167835907085056,3,3
104060762909080187984,3,3
105253344514999420082,3,4
114265797649548124954,3,5
111427524638492789676,3,4
102173524014732699401,3,1
106537097004109634693,3,5
102475735480702526370,6,5
113253776157690447937,6,5
111041835701079364848,6,5
111663395004252024642,6,4
115141499407500458109,6,5
100332173559948091788,6,5
117867372501221700722,6,3
111467591126452818837,6,3
113563695447323499189,6,5
103129479237663736934,6,4
118199710304031744779,6,3
113219813711495008210,6,4
113367446324247385418,6,4
103763501205852627575,6,5
102729073267472027124,6,1
108288747155802925840,6,4
107127388080443494578,6,4
111633147890612686753,6,5
104662113621446314580,6,2
110549085034145317633,6,3
114682568885273103470,6,2
107747836324064941926,6,1
107700181983239747780,6,4
104526090933233228126,6,5
117247274329004802920,6,4
110937172311937212830,6,4
111973758187636008678,6,5
102813429358086927155,6,5
117018935316202807773,6,4
102630328062279109197,6,4
109447878424806297186,3,5
110098444999222216672,3,4
109598947042586725358,3,1
117454046331323821505,3,5
113935746716903825837,3,4
114345555265183607362,3,1
100452303040495467741,3,5
114497582726055104028,3,3
107747836324064941926,3,5
106104607466263348190,3,4
106152157043134998746,3,4
114893061191012580227,3,5
112916556007812031323,3,4
107766188514028422179,3,3
111727477545453973156,3,2
112158347997474722769,3,5
117672171039134933452,3,4
115959268682131444243,3,3
103235992794107580314,3,5
102448340351689619757,3,4
101911854924716280659,3,5
113487741546152022717,3,5
102483937022684794815,3,5
116239814581495913891,3,4
109938468416486967263,3,5
101766058242175332852,3,4
104761925952741169900,3,3
111331205327074356747,3,5
110605398364965830589,3,2
104708169512000103317,3,5
102479033137331885667,3,5
118086591776087083703,3,5
104219527659777377289,3,5
101660637524939413050,3,5
110141578891185651899,3,5
115858165898526728987,3,5
103073228258452213922,3,5
117269771808326982969,3,1
109637825645992500426,3,5
104598379250723001216,3,5
100001002620756055732,3,4
115433078914052485483,3,4
111103121985636175601,3,5
102067170300245855105,3,4
109809502050593861899,3,1
104115963818887904751,3,5
107874933180314109579,6,1
102311536332919212391,6,3
109612128828322990035,6,3
116961605038914472934,6,3
115309518203600837760,6,1
115583876925759769757,6,2
115547838535451812546,6,5
104634533170158103353,6,1
111018093867582797970,6,1
103620768493187002475,6,1
110162009426453697015,6,1
117766342932955843180,6,1
111972211702299317218,6,5
104675920877080787062,6,5
114492112759058882540,6,1
114100390194175553403,6,2
106715570079383359144,6,5
101862648653893638134,6,4
107585980605171869471,6,3
110286383647272032645,6,2
112774193987682079454,6,2
107435867248774600176,6,1
108023202204058718400,6,1
101186692823562460228,6,2
113785333853364068930,6,1
108558519014351127968,6,1
104308612889382458542,6,3
107538103583075098533,6,2
103971227645762596083,6,1
108641842305866971467,6,1
106359297351013893921,4,4
106640833950605195083,4,3
115780688292068415919,4,1
106885994560712757775,4,1
101457047531129611942,4,4
104640390440467917507,4,5
112861241990243416348,4,1
115388957688074673212,4,5
108965560058304438028,4,5
115431499233390900974,4,4
110320616002639875710,4,4
105996243745123742646,4,5
110602201963364321932,4,4
102343780241340174697,4,5
112463481808257363539,4,5
105328280516267995599,4,4
102020120535415447354,4,4
104415171534053217226,4,4
116440244923448886957,4,1
104243580252905608327,4,5
107302460481202443226,4,1
115167267825989628879,4,5
100969976015028949475,4,5
108504500773079444990,4,5
115500349786770672418,4,4
112860167331766650609,4,4
113289746367451697249,4,5
106313344035887142449,4,1
107111347938647829591,4,5
106132181362602172465,4,4
114256208495713091710,4,5
102232648465634292693,4,3
113647783109059554330,4,4
102122063889136211728,4,5
103161057411706115580,4,3
114316323174381755361,4,3
103242862120758470786,4,5
107566113820490534712,4,5
104045750648583732977,4,5
112622698754757878541,4,5
100677500309213380676,4,4
114824714544237189082,4,5
107301070285258783270,4,4
110670240022916195728,4,5
113930673107580682613,4,1
109812992339389313861,4,4
113076984823053652676,4,4
114720035040328969753,4,5
111827780067936585673,4,4
103325459677973021592,4,5
106791085653016307545,4,5
111465333377504989193,4,5
101896036064733058281,4,4
110158069612770150304,4,5
110703335874051557315,4,5
114806145653695196828,4,1
107232578950076508632,4,3
106181019659900912507,4,4
114748832578599945070,4,4
115263398488211685560,4,4
101753725315319569768,4,4
113930546912170190312,4,5
104071409397230107746,4,5
104303102855690113651,4,4
107517398716638101775,4,5
102915990470513689623,4,3
115500349786770672418,4,4
117230803794668114337,4,3
117975128103862980766,4,5
113699066167303553471,4,5
112633655312133065045,4,3
114429812312363597441,4,4
106009133191428426644,4,4
106418219058317281146,4,5
108914639169977150695,4,3
117446297602916343654,4,5
107724987546551961331,4,5
117172582054993383977,4,4
100246547437990135450,4,5
104366574114970156874,4,4
117058153688173323262,4,4
109729405213634414664,4,5
108099723652255735474,4,3
104803070632069572186,4,5
108972221038912498999,4,5
102059715410282193389,4,5
116342088888270330263,4,5
102661737877585005111,4,5
108275532362304111934,4,4
113123713433977099379,4,1
107300796302318060780,4,3
111980012340186517982,4,5
116723119253898366977,4,4
113037056036921820983,4,4
104831718799940485101,4,5
106692141331817141211,4,5
110030552918840828479,4,5
109699936812745951118,4,5
115756699255286366760,4,5
115788021849858751958,4,4
107607755963354641695,4,5
100264530674678169625,4,1
107439584165112264338,4,4
112477726864016792635,4,5
106937314843008324475,4,4
103399219203844347810,4,5
107493958624803511671,4,5
104015123716874557077,4,5
115599205416111181098,4,2
116657074978725545588,4,5
117765677281458957067,4,5
107603600534333667141,4,1
110141422195574593750,4,1
114332345573544911646,4,5
114494827095310928393,4,4
117509833976982756918,4,4
110523916111207152930,4,4
107140416007768873129,4,1
104861192728726319756,4,5
101614956894596779487,4,3
115199452572842698629,4,1
109372816174775132824,4,5
103755766347451988962,4,4
111227654056228646021,4,3
113131215420187487978,4,3
113377415630464728223,4,5
110149552847948216391,4,5
116414344249489600406,4,3
111578352927975498026,4,4
105976969778027771794,4,5
115500349786770672418,4,4
117352927659365071170,4,1
108992248490333705048,4,5
107630165881478695554,4,4
115243417198461611306,4,5
108243369756025127983,4,4
117810805322625233633,4,3
115586492878077288839,4,4
109770571992834278473,4,5
115502626816758839716,4,5
117373307323762743186,4,4
112518296548968952078,4,5
105971350283339314614,4,3
101631346478341535939,4,5
117885885312348361083,4,4
114536822826312198977,4,5
109082766740045826625,4,5
112672856964945192694,4,3
103639293155099033413,4,4
117336801164101635101,4,4
110426342088119900444,4,5
106241955855026096175,4,4
113345963274353613045,4,4
110342743728309685525,4,5
112783585103160980253,4,5
111254263232300216507,4,3
